,account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count,Heading
18,184096565021911,1035592746538951,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035592746538951,2016-09-19,link,mostly true,,15.0,276.0,74.0,While the Trump children were previously... - ABC News Politics | Facebook
19,184096565021911,1035595553205337,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035595553205337,2016-09-19,link,mostly true,,56.0,300.0,65.0,Speaking to supporters at the Gramercy... - ABC News Politics | Facebook
20,184096565021911,1035619779869581,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035619779869581,2016-09-19,video,mostly true,,64.0,480.0,130.0,"Tim Kaine on Donald J. Trump's ""Crippled... - ABC News Politics | Facebook"
21,184096565021911,1035627049868854,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035627049868854,2016-09-19,link,mostly true,,6.0,33.0,5.0,"Rose Pak, an influential community... - ABC News Politics | Facebook"
22,184096565021911,1035656723199220,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035656723199220,2016-09-19,video,mostly true,,289.0,674.0,243.0,Donald J. Trump at Florida rally: Does... - ABC News Politics | Facebook
23,184096565021911,1035672566530969,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035672566530969,2016-09-19,link,mostly true,,2.0,18.0,11.0,Leaders of the Somali community in... - ABC News Politics | Facebook
24,184096565021911,1035679109863648,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035679109863648,2016-09-19,video,no factual content,,,24.0,7.0,ABC News Politics compartió el video en... - ABC News Politics | Facebook
25,184096565021911,1035684116529814,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035684116529814,2016-09-19,video,no factual content,,5.0,19.0,6.0,TONIGHT: ABC News' Matthew Dowd and LZ... - ABC News Politics | Facebook
26,184096565021911,1035706656527560,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035706656527560,2016-09-19,video,mostly true,,30.0,268.0,177.0,"Donald J. Trump bemoans the ""amazing""... - ABC News Politics | Facebook"
27,184096565021911,1035726243192268,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035726243192268,2016-09-19,link,mostly true,,50.0,157.0,129.0,A federal prosecutor tells jurors a... - ABC News Politics | Facebook
28,184096565021911,1035738123191080,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035738123191080,2016-09-19,video,no factual content,,,47.0,6.0,ABC News Politics compartió el video en... - ABC News Politics | Facebook
29,184096565021911,1035748639856695,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035748639856695,2016-09-19,link,mostly true,,13.0,101.0,73.0,Three of the latest national polls that... - ABC News Politics | Facebook
30,184096565021911,1035767019854857,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035767019854857,2016-09-19,video,no factual content,,25.0,207.0,108.0,"Fatina Abdrabboh, Director of American... - ABC News Politics | Facebook"
31,184096565021911,1035778606520365,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035778606520365,2016-09-19,link,mostly true,,2.0,37.0,25.0,Paul Ryan shared some of his experiences... - ABC News Politics | Facebook
32,184096565021911,1035801043184788,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035801043184788,2016-09-19,link,mostly true,,25.0,263.0,87.0,In this final stretch before Election... - ABC News Politics | Facebook
33,184096565021911,1035825603182332,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035825603182332,2016-09-19,link,mostly true,,15.0,106.0,29.0,With one week to go until the first... - ABC News Politics | Facebook
34,184096565021911,1035859429845616,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035859429845616,2016-09-19,link,mostly true,,3.0,24.0,6.0,The results cement Putin's total control... - ABC News Politics | Facebook
35,184096565021911,1035884803176412,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035884803176412,2016-09-19,link,mostly true,,23.0,98.0,8.0,Police looking for suspects after... - ABC News Politics | Facebook
36,184096565021911,1035916476506578,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035916476506578,2016-09-20,link,mostly true,,5.0,36.0,20.0,"""The possibility that Donald J. Trump... - ABC News Politics | Facebook"
37,184096565021911,1036151719816387,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036151719816387,2016-09-20,link,mixture of true and false,,117.0,614.0,70.0,The 92-year-old Republican 41st... - ABC News Politics | Facebook
38,184096565021911,1036199296478296,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036199296478296,2016-09-20,link,mostly true,,6.0,45.0,23.0,The highly-anticipated first... - ABC News Politics | Facebook
39,184096565021911,1036218169809742,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036218169809742,2016-09-20,video,mostly true,,,233.0,32.0,ABC News Politics compartió el video en... - ABC News Politics | Facebook
40,184096565021911,1036245469807012,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036245469807012,2016-09-20,video,mostly true,,24.0,211.0,46.0,President Obama in final United Nations... - ABC News Politics | Facebook
41,184096565021911,1036251303139762,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036251303139762,2016-09-20,link,mostly true,,1.0,23.0,15.0,The suspect in a spate of bombings that... - ABC News Politics | Facebook
42,184096565021911,1036268139804745,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036268139804745,2016-09-20,video,mostly true,,231.0,572.0,76.0,U.S. Senator Elizabeth Warren questions... - ABC News Politics | Facebook
43,184096565021911,1036296946468531,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036296946468531,2016-09-20,link,mostly true,,31.0,170.0,97.0,"Donald J. Trump's uproar led Mars,... - ABC News Politics | Facebook"
44,184096565021911,1036336249797934,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036336249797934,2016-09-20,link,mostly true,,,13.0,4.0,A big fundraising haul and high-profile... - ABC News Politics | Facebook
45,184096565021911,1036354179796141,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036354179796141,2016-09-20,video,no factual content,,,39.0,6.0,ABC News Politics compartió el video en... - ABC News Politics | Facebook
46,184096565021911,1036370659794493,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036370659794493,2016-09-20,video,mostly true,,104.0,627.0,206.0,"On the Senate floor, Senator Harry Reid... - ABC News Politics | Facebook"
47,184096565021911,1036399716458254,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036399716458254,2016-09-20,video,mostly true,,30.0,25.0,13.0,Why do two parties dominate American... - ABC News Politics | Facebook
48,184096565021911,1036432846454941,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036432846454941,2016-09-20,link,mostly true,,15.0,209.0,47.0,In his eighth and final address to the... - ABC News Politics | Facebook
49,184096565021911,1036447253120167,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036447253120167,2016-09-20,link,mostly true,,3.0,29.0,5.0,The United Nations says the attack on... - ABC News Politics | Facebook
50,184096565021911,1036474553117437,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036474553117437,2016-09-20,link,mostly true,,4.0,80.0,44.0,Using Skittles to make a point about... - ABC News Politics | Facebook
51,184096565021911,1036496423115250,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036496423115250,2016-09-20,link,mostly true,,339.0,430.0,231.0,"At a rally in North Carolina, Donald... - ABC News Politics | Facebook"
52,184096565021911,1036514203113472,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036514203113472,2016-09-20,link,mostly true,,,14.0,4.0,The writings were apparently on Rahami... - ABC News Politics | Facebook
53,184096565021911,1036552873109605,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036552873109605,2016-09-20,link,mostly true,,9.0,37.0,12.0,"Two years ago, Rahami's father told the... - ABC News Politics | Facebook"
54,184096565021911,1036582596439966,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036582596439966,2016-09-20,link,mostly true,,45.0,273.0,70.0,"""How many times do we have to see this... - ABC News Politics | Facebook"
55,184096565021911,1036611373103755,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036611373103755,2016-09-20,link,mostly true,,,12.0,4.0,"Jesse Benton, Ron Paul's 2012 campaign... - ABC News Politics | Facebook"
56,184096565021911,1036644986433727,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036644986433727,2016-09-20,link,mostly true,,11.0,83.0,57.0,A whopping 95% of all campaign... - ABC News Politics | Facebook
57,184096565021911,1036675696430656,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036675696430656,2016-09-20,link,mostly true,,35.0,243.0,81.0,The Hillary Clinton campaign has slammed... - ABC News Politics | Facebook
58,184096565021911,1037004463064446,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037004463064446,2016-09-21,video,no factual content,,,63.0,1.0,ABC News Politics compartió el video en... - ABC News Politics | Facebook
59,184096565021911,1037005106397715,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037005106397715,2016-09-21,link,mostly true,,42.0,68.0,48.0,Several protesters and a dozen police... - ABC News Politics | Facebook
60,184096565021911,1037034746394751,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037034746394751,2016-09-21,video,no factual content,,72.0,137.0,76.0,"In just five days, Hillary Clinton and... - ABC News Politics | Facebook"
61,184096565021911,1037075549724004,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037075549724004,2016-09-21,link,mostly true,,7.0,63.0,27.0,"""I’m really really appalled by having my... - ABC News Politics | Facebook"
62,184096565021911,1037097846388441,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037097846388441,2016-09-21,video,mostly true,,246.0,704.0,386.0,Introducing Donald J. Trump at a... - ABC News Politics | Facebook
63,184096565021911,1037112079720351,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037112079720351,2016-09-21,link,mostly true,,3.0,98.0,36.0,Recent polling suggests that when it... - ABC News Politics | Facebook
64,184096565021911,1037141289717430,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037141289717430,2016-09-21,link,mostly true,,119.0,415.0,102.0,Congressman Luis V. Gutierrez interrupts... - ABC News Politics | Facebook
65,184096565021911,1037167203048172,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037167203048172,2016-09-21,link,mostly true,,4.0,52.0,18.0,Lewandowski was fired as Donald J.... - ABC News Politics | Facebook
66,184096565021911,1037176393047253,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037176393047253,2016-09-21,video,mostly true,,3.0,47.0,17.0,US Attorney Preet Bharara: Evidence... - ABC News Politics | Facebook
67,184096565021911,1037188766379349,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037188766379349,2016-09-21,text,mostly true,,2.0,5.0,2.0,JUST IN: U.S. Federal Reserve maintains... - ABC News Politics | Facebook
68,184096565021911,1037217126376513,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037217126376513,2016-09-21,link,mixture of true and false,,35.0,344.0,48.0,Bush made the declaration in front of... - ABC News Politics | Facebook
69,184096565021911,1037225543042338,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037225543042338,2016-09-21,video,mostly true,,27.0,345.0,85.0,Hillary Clinton praises first deaf West... - ABC News Politics | Facebook
70,184096565021911,1037243109707248,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037243109707248,2016-09-21,link,mostly true,,4.0,27.0,12.0,Billionaires are writing big checks to... - ABC News Politics | Facebook
71,184096565021911,1037252369706322,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037252369706322,2016-09-21,video,mostly true,,17.0,74.0,22.0,Rep. Elijah Cummings criticizes Mylan... - ABC News Politics | Facebook
72,184096565021911,1037268776371348,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037268776371348,2016-09-21,link,mostly true,,7.0,35.0,7.0,"""Our purpose in this negotiation was to... - ABC News Politics | Facebook"
73,184096565021911,1037288223036070,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037288223036070,2016-09-21,link,mostly true,,11.0,147.0,47.0,First lady Michelle Obama has reacted... - ABC News Politics | Facebook
74,184096565021911,1037299089701650,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037299089701650,2016-09-21,link,mostly true,,32.0,557.0,143.0,The latest national presidential poll... - ABC News Politics | Facebook
75,184096565021911,1037318423033050,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037318423033050,2016-09-21,video,no factual content,,3.0,20.0,0.0,What's next for The Library of Congress?... - ABC News Politics | Facebook
76,184096565021911,1037352739696285,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037352739696285,2016-09-21,link,mostly true,,1.0,9.0,11.0,In a bloody page in the journal... - ABC News Politics | Facebook
77,184096565021911,1037371396361086,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037371396361086,2016-09-21,video,mostly true,,8.0,52.0,10.0,Fed Chair Janet Yellen tells ABC News'... - ABC News Politics | Facebook
78,184096565021911,1037391213025771,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037391213025771,2016-09-21,link,mostly true,,12.0,144.0,102.0,"""They ask him a set of much easier... - ABC News Politics | Facebook"
79,184096565021911,1037410216357204,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037410216357204,2016-09-21,link,mostly true,,8.0,31.0,7.0,The Senate cleared the way today for a... - ABC News Politics | Facebook
80,184096565021911,1037433849688174,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037433849688174,2016-09-21,link,mostly true,,61.0,196.0,73.0,As Donald J. Trump appeared to try and... - ABC News Politics | Facebook
81,184096565021911,1037464359685123,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037464359685123,2016-09-22,link,mostly true,,9.0,52.0,17.0,The case is projected to cost taxpayers... - ABC News Politics | Facebook
82,184096565021911,1037489569682602,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037489569682602,2016-09-22,link,mostly true,,6.0,76.0,65.0,The Donald J. Trump campaign’s major... - ABC News Politics | Facebook
83,184096565021911,1037749336323292,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037749336323292,2016-09-22,link,mostly true,,9.0,111.0,30.0,President Bill Clinton: “You are living... - ABC News Politics | Facebook
84,184096565021911,1037782196320006,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037782196320006,2016-09-22,video,no factual content,,38.0,138.0,32.0,President Obama shares emotional video... - ABC News Politics | Facebook
85,184096565021911,1037810572983835,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037810572983835,2016-09-22,video,mostly true,,8.0,19.0,18.0,Why do we have presidential debates?... - ABC News Politics | Facebook
86,184096565021911,1037826349648924,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037826349648924,2016-09-22,video,mostly true,,,128.0,5.0,ABC News Politics compartió el video en... - ABC News Politics | Facebook
87,184096565021911,1037846762980216,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037846762980216,2016-09-22,video,mostly true,,138.0,277.0,225.0,Donald J. Trump comments on Charlotte:... - ABC News Politics | Facebook
88,184096565021911,1037856692979223,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037856692979223,2016-09-22,link,mostly true,,18.0,46.0,21.0,Donald J. Trump sought to amend his... - ABC News Politics | Facebook
89,184096565021911,1037886152976277,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037886152976277,2016-09-22,link,mostly true,,28.0,84.0,27.0,“The level of business amounts to... - ABC News Politics | Facebook
90,184096565021911,1037889882975904,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037889882975904,2016-09-22,video,mostly true,,,10.0,1.0,ABC News Politics compartió el video de... - ABC News Politics | Facebook
91,184096565021911,1037919132972979,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037919132972979,2016-09-22,link,mostly true,,5.0,55.0,24.0,"For the second time in two weeks, Bryan... - ABC News Politics | Facebook"
92,184096565021911,1037947399636819,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037947399636819,2016-09-22,video,mostly true,,92.0,507.0,17.0,After President Obama placed the 2015... - ABC News Politics | Facebook
93,184096565021911,1037951726303053,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037951726303053,2016-09-22,link,mostly true,,48.0,194.0,75.0,Less than a day after protests over the... - ABC News Politics | Facebook
94,184096565021911,1038000319631527,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038000319631527,2016-09-22,link,mostly true,,7.0,58.0,3.0,The Secret Service said that it is... - ABC News Politics | Facebook
95,184096565021911,1038027142962178,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038027142962178,2016-09-22,video,mostly true,,38.0,187.0,105.0,"Mike Pence: ""Donald Trump and I believe... - ABC News Politics | Facebook"
96,184096565021911,1038031976295028,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038031976295028,2016-09-22,link,mostly true,,3.0,16.0,4.0,The U.S. Attorney’s office in Manhattan... - ABC News Politics | Facebook
97,184096565021911,1038059326292293,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038059326292293,2016-09-22,link,mostly true,,2.0,63.0,16.0,Former Massachusetts governor and 1988... - ABC News Politics | Facebook
98,184096565021911,1038086542956238,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038086542956238,2016-09-22,link,mostly true,,13.0,50.0,25.0,A federal judge in New York ruled in... - ABC News Politics | Facebook
99,184096565021911,1038114256286800,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038114256286800,2016-09-22,link,mostly true,,7.0,181.0,28.0,"""We should stay in touch ... what's the... - ABC News Politics | Facebook"
100,184096565021911,1038150182949874,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038150182949874,2016-09-22,link,mostly true,,6.0,56.0,10.0,A group of Senate Democrats have asked... - ABC News Politics | Facebook
101,184096565021911,1038186959612863,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038186959612863,2016-09-22,link,mostly true,,13.0,115.0,44.0,"According to Maureen Dowd, Donald J.... - ABC News Politics | Facebook"
102,184096565021911,1038501679581391,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038501679581391,2016-09-23,link,mostly true,,12.0,147.0,54.0,In a new Clinton ad airing in 7... - ABC News Politics | Facebook
103,184096565021911,1038539842910908,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038539842910908,2016-09-23,video,mostly true,,9.0,81.0,19.0,"""This will end up being a museum for all... - ABC News Politics | Facebook"
104,184096565021911,1038541676244058,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038541676244058,2016-09-23,link,mostly true,,5.0,28.0,5.0,Te number of bodies retrieved has... - ABC News Politics | Facebook
105,184096565021911,1038542892910603,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038542892910603,2016-09-23,link,mostly true,,3.0,99.0,16.0,"""When you think about the fact my... - ABC News Politics | Facebook"
106,184096565021911,1038577226240503,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038577226240503,2016-09-23,link,mostly true,,22.0,115.0,10.0,Wells Fargo CEO voluntarily resigns... - ABC News Politics | Facebook
107,184096565021911,1038636096234616,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038636096234616,2016-09-23,link,mostly true,,9.0,107.0,21.0,3 days until the first General Election... - ABC News Politics | Facebook
108,184096565021911,1038670552897837,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038670552897837,2016-09-23,photo,mostly true,,2.0,12.0,9.0,"PHOTOS: Protests in Charlotte, NC after... - ABC News Politics | Facebook"
109,184096565021911,1038699376228288,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038699376228288,2016-09-23,link,mostly true,,1.0,41.0,3.0,"The group of about 3,000 Syrian White... - ABC News Politics | Facebook"
110,184096565021911,1038757716222454,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038757716222454,2016-09-23,link,mostly true,,6.0,21.0,8.0,Six Democratic senators slam Wells Fargo... - ABC News Politics | Facebook
111,184096565021911,1038758292889063,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038758292889063,2016-09-23,photo,mostly true,,26.0,178.0,84.0,JUST IN: Ted Cruz announces in Facebook... - ABC News Politics | Facebook
112,184096565021911,1038777582887134,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038777582887134,2016-09-23,link,mostly true,,20.0,108.0,46.0,"Tulsa Police Officer Betty Shelby,... - ABC News Politics | Facebook"
113,184096565021911,1038788812886011,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038788812886011,2016-09-23,video,mostly true,,,156.0,15.0,ABC News Politics compartió el video en... - ABC News Politics | Facebook
114,184096565021911,1038804176217808,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038804176217808,2016-09-23,link,mostly true,,9.0,74.0,21.0,Video of the moments leading up to and... - ABC News Politics | Facebook
115,184096565021911,1038834739548085,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038834739548085,2016-09-23,link,mostly true,,81.0,748.0,154.0,Mark Cuban has a front row seat to the... - ABC News Politics | Facebook
116,184096565021911,1038844909547068,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038844909547068,2016-09-23,video,mostly true,,,9.0,11.0,ABC News Politics compartió el video de... - ABC News Politics | Facebook
117,184096565021911,1038860559545503,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038860559545503,2016-09-23,link,mostly true,,21.0,160.0,26.0,Hillary Clinton joins growing list of... - ABC News Politics | Facebook
118,184096565021911,1038891872875705,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038891872875705,2016-09-23,link,mostly true,,7.0,59.0,9.0,The city of Aleppo was pounded with... - ABC News Politics | Facebook
119,184096565021911,1038922299539329,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038922299539329,2016-09-23,link,mostly true,,6.0,22.0,8.0,Election Day may be more than six weeks... - ABC News Politics | Facebook
